iteration,configuration selected,% warnings removed (cumulative),number of warnings remaining,minimal set
0,,0,111,[]
1,604,48.64864864864865,57,['604']
2,341,72.97297297297297,30,"['604', '341']"
3,604,86.48648648648648,15,"['604', '341', '604']"
4,434,93.69369369369369,7,"['604', '341', '604', '434']"
5,630,97.2972972972973,3,"['604', '341', '604', '434', '630']"
6,785,99.09909909909909,1,"['604', '341', '604', '434', '630', '785']"
7,785,100.0,0,"['604', '341', '604', '434', '630', '785', '785']"
