line,filename,tool,target,type,num_configs,variability
71,xargs.c,IKOS,toybox_0_7_5,null-pointer-deref,73,True
74,patch.c,IKOS,toybox_0_7_5,unknown-memory-access,63,True
1122,lib.c,IKOS,toybox_0_7_5,null-pointer-deref,74,True
510,lib.c,IKOS,toybox_0_7_5,signed-int-overflow,219,True
77,vconfig.c,IKOS,toybox_0_7_5,ignored-call-side-effect,58,True
424,ifconfig.c,IKOS,toybox_0_7_5,buffer-overflow,69,True
123,main.c,IKOS,toybox_0_7_5,buffer-overflow,497,True
172,hexedit.c,IKOS,toybox_0_7_5,signed-int-overflow,62,True
479,args.c,IKOS,toybox_0_7_5,signed-int-underflow,1000,False
55,mknod.c,IKOS,toybox_0_7_5,unreachable,1,True
68,inotifyd.c,IKOS,toybox_0_7_5,ignored-call-side-effect,64,True
199,hexedit.c,IKOS,toybox_0_7_5,signed-int-overflow,62,True
859,sed.c,IKOS,toybox_0_7_5,null-pointer-deref,63,True
75,date.c,IKOS,toybox_0_7_5,signed-int-overflow,54,True
144,ftpget.c,IKOS,toybox_0_7_5,ignored-call-side-effect,96,True
137,hexedit.c,IKOS,toybox_0_7_5,unreachable,62,True
410,ifconfig.c,IKOS,toybox_0_7_5,buffer-overflow,69,True
492,ps.c,IKOS,toybox_0_7_5,buffer-overflow,129,True
100,passwd.c,IKOS,toybox_0_7_5,ignored-free,83,True
163,login.c,IKOS,toybox_0_7_5,unknown-memory-access,54,True
79,login.c,IKOS,toybox_0_7_5,buffer-overflow,54,True
64,split.c,IKOS,toybox_0_7_5,buffer-overflow,66,True
751,lib.c,IKOS,toybox_0_7_5,unreachable,68,True
393,ps.c,IKOS,toybox_0_7_5,buffer-overflow,50,True
73,uniq.c,IKOS,toybox_0_7_5,ignored-call-side-effect,67,True
212,lib.c,IKOS,toybox_0_7_5,unknown-memory-access,157,True
187,password.c,IKOS,toybox_0_7_5,ignored-call-side-effect,83,True
109,taskset.c,IKOS,toybox_0_7_5,unknown-memory-access,65,True
383,sed.c,IKOS,toybox_0_7_5,null-pointer-deref,63,True
92,uudecode.c,IKOS,toybox_0_7_5,ignored-store,57,True
86,ln.c,IKOS,toybox_0_7_5,ignored-free,59,True
336,ls.c,IKOS,toybox_0_7_5,unreachable,74,True
664,sed.c,IKOS,toybox_0_7_5,unknown-memory-access,63,True
51,insmod.c,IKOS,toybox_0_7_5,buffer-overflow,51,True
508,lib.c,IKOS,toybox_0_7_5,signed-int-underflow,163,True
159,sort.c,IKOS,toybox_0_7_5,unknown-memory-access,45,True
183,password.c,IKOS,toybox_0_7_5,ignored-call-side-effect,83,True
363,sed.c,IKOS,toybox_0_7_5,ignored-free,63,True
907,lib.c,IKOS,toybox_0_7_5,null-pointer-deref,146,True
124,passwd.c,IKOS,toybox_0_7_5,unknown-memory-access,83,True
224,grep.c,IKOS,toybox_0_7_5,signed-int-underflow,39,True
56,xwrap.c,IKOS,toybox_0_7_5,ignored-call-side-effect,1000,False
32,insmod.c,IKOS,toybox_0_7_5,buffer-overflow,51,True
115,du.c,IKOS,toybox_0_7_5,buffer-overflow,67,True
